iter	RMSE
148	2880.149922
149	2877.527591
150	2874.678558
151	2872.98336
152	2871.22056
153	2869.594014
154	2867.140848
155	2865.226182
156	2863.611854
157	2861.308463
158	2859.733712
159	2858.385032
160	2856.167017
161	2852.862007
162	2850.56033
163	2849.467651
164	2848.346048
165	2845.754804
166	2844.557359
167	2843.336171
168	2842.192145
169	2841.098899
170	2838.503136
171	2837.347943
172	2835.624033
173	2834.31229
174	2831.389795
175	2829.013844
176	2827.020392
177	2825.860269
178	2824.66161
179	2823.37345
180	2822.235403
181	2818.513016
182	2817.552623
183	2816.2024
184	2814.381077
185	2813.304719
186	2811.445623
187	2810.182184
188	2809.007103
189	2806.401671
190	2805.308395
191	2802.494175
192	2800.349574
193	2799.395361
194	2797.9592
195	2796.68049
196	2794.197364
197	2791.535827
198	2789.930012
199	2788.903695
200	2787.795721
201	2784.250127
202	2783.284324
203	2782.27845
204	2781.235443
205	2780.025136
206	2777.310686
207	2776.25652
208	2774.56105
209	2772.579515
210	2770.755892
211	2769.823519
212	2767.824995
213	2766.920134
214	2765.000683
215	2764.097489
216	2763.165712
217	2761.624702
218	2760.57769
219	2759.542894
220	2757.67876
221	2756.782303
222	2755.051446
223	2754.192739
224	2753.313308
225	2751.68698
226	2750.864957
227	2750.066812
228	2749.24501
229	2747.948267
230	2747.232381
231	2746.180116
232	2744.740347
233	2743.783194
234	2742.885736
235	2742.280388
236	2740.490205
237	2739.102187
238	2738.366127
239	2736.177937
240	2735.075206
241	2734.185194
242	2733.491885
243	2731.910137
244	2731.202289
245	2730.308668
246	2728.901716
247	2728.241701
248	2727.143363
249	2726.223018
250	2724.760134
251	2723.860508
252	2723.008087
253	2722.343391
254	2721.75732
255	2721.23679
256	2720.156768
257	2719.434222
258	2718.850076
259	2717.596459
260	2715.879134
261	2714.524624
262	2714.029231
263	2713.142989
264	2712.079584
265	2710.59596
266	2710.024211
267	2709.260662
268	2708.026121
269	2707.341871
270	2706.639805
271	2702.848029
272	2700.874224
273	2700.444945
274	2699.261544
275	2698.40609
276	2697.171943
277	2696.522015
278	2696.026095
279	2695.21509
280	2694.351587
281	2693.674021
282	2693.176568
283	2688.708802
284	2687.09819
285	2686.447897
286	2685.137007
287	2681.809211
288	2681.08913
289	2680.194691
290	2679.690033
291	2679.202052
292	2678.842702
293	2677.657394
294	2676.86694
295	2676.307175
296	2674.819645
297	2674.084547
298	2673.418567
299	2672.678827
300	2671.666431
301	2671.09121
302	2669.642792
303	2669.101753
304	2668.541218
305	2668.104677
306	2667.576817
307	2667.152238
308	2666.497459
309	2664.417885
310	2662.552097
311	2661.652125
312	2660.491304
313	2660.099255
314	2657.769573
315	2657.344445
316	2656.893299
317	2655.025259
318	2654.298692
319	2653.623507
320	2651.904755
321	2649.671825
322	2648.282832
323	2647.198968
324	2646.399933
325	2645.56223
326	2644.852885
327	2643.391645
328	2642.246211
329	2641.02403
330	2640.666118
331	2640.28943
332	2639.50911
333	2639.041427
334	2638.686804
335	2638.333754
336	2637.737478
337	2636.751363
338	2636.041487
339	2635.380394
340	2634.438756
341	2632.986322
342	2632.645143
343	2631.690763
344	2630.873694
345	2630.514841
346	2630.173771
347	2629.656296
348	2629.341486
349	2627.733677
350	2627.292077
351	2626.722731
352	2626.165411
353	2624.143066
354	2623.336669
355	2623.008848
356	2622.249364
357	2621.300434
358	2619.923034
359	2618.73888
360	2617.673688
361	2617.351512
362	2615.937483
363	2615.305469
364	2614.671704
365	2614.236415
366	2613.599116
367	2612.858849
368	2612.549312
369	2612.243708
370	2611.658604
371	2611.084206
372	2610.334049
373	2610.030207
374	2609.12941
375	2608.540235
376	2607.861027
377	2607.445356
378	2607.097157
379	2606.819127
380	2606.541785
381	2606.089084
382	2605.82748
383	2605.262875
384	2604.793249
385	2604.33684
386	2602.880202
387	2602.271163
388	2601.894963
389	2598.169916
390	2596.768213
391	2595.603528
392	2595.130715
393	2594.842008
394	2594.178865
395	2593.807928
396	2593.558146
397	2593.148631
398	2591.919455
399	2591.569953
400	2590.365652
401	2590.002288
402	2589.739388
403	2587.899704
404	2586.84166
405	2585.487295
406	2585.155684
407	2583.160425
408	2582.917142
409	2582.47631
410	2581.86483
411	2581.619372
412	2581.199657
413	2580.686449
414	2580.230362
415	2579.16653
416	2578.934598
417	2578.469428
418	2578.232888
419	2577.821607
420	2577.457342
421	2577.236474
422	2576.740169
423	2575.753281
424	2575.336224
425	2574.026981
426	2573.673569
427	2572.763981
428	2572.142796
429	2570.362191
430	2570.006603
431	2569.578447
432	2569.196526
433	2568.986007
434	2568.600085
435	2568.380941
436	2567.50809
437	2567.146812
438	2566.573577
439	2564.848027
440	2564.518316
441	2563.60692
442	2562.897158
443	2562.223575
444	2561.611099
445	2560.404655
446	2560.072477
447	2559.423249
448	2558.780522
449	2558.547876
450	2558.07462
451	2557.466688
452	2557.275295
453	2557.067763
454	2556.856089
455	2556.638665
456	2556.280312
457	2555.795738
458	2555.221705
459	2554.27834
460	2553.817206
461	2552.465052
462	2552.095488
463	2551.295585
464	2550.423269
465	2550.234542
466	2550.062285
467	2549.876221
468	2548.672826
469	2548.24763
470	2547.953817
471	2547.726749
472	2547.57184
473	2547.237846
474	2546.901308
475	2546.337181
476	2546.156086
477	2545.959546
478	2545.798708
479	2545.366464
480	2545.214566
481	2544.862498
482	2544.56124
483	2543.58287
484	2543.309276
485	2543.133946
486	2542.799889
487	2542.665512
488	2542.235373
489	2541.785278
490	2541.110441
491	2540.715535
492	2539.685062
493	2539.265721
494	2538.830543
495	2538.520188
496	2538.361368
497	2537.461557
498	2537.221606
499	2537.00588
500	2536.750727
501	2536.352929
502	2535.826525
503	2535.203818
504	2533.183773
505	2532.784995
506	2532.614504
507	2532.338644
508	2532.167158
509	2530.784895
510	2530.045417
511	2529.409965
512	2529.103001
513	2528.831161
514	2528.568598
515	2528.437376
516	2528.123521
517	2527.649712
518	2527.447108
519	2527.162265
520	2526.666095
521	2524.120222
522	2523.982811
523	2523.266234
524	2521.865494
525	2521.22142
526	2520.978839
527	2520.354769
528	2519.629606
529	2519.475353
530	2519.107076
531	2518.962233
532	2518.829884
533	2518.066162
534	2517.477752
535	2517.332353
536	2516.348919
537	2515.929365
538	2515.649855
539	2515.500634
540	2515.000279
541	2514.356575
542	2514.134249
543	2513.982377
544	2513.628413
545	2513.497576
546	2513.219561
547	2512.244112
548	2511.724928
549	2511.336878
550	2511.127044
551	2510.68479
552	2510.430308
553	2509.93477
554	2509.80859
555	2509.619739
556	2509.510711
557	2509.297265
558	2508.764739
559	2508.298374
560	2507.966626
561	2507.560767
562	2507.432576
563	2506.902674
564	2505.848874
565	2505.721194
566	2505.54221
567	2505.423989
568	2505.166065
569	2505.024164
570	2503.652106
571	2503.263008
572	2502.681158
573	2502.247295
574	2502.118795
575	2501.841801
576	2501.571029
577	2501.416428
578	2501.112936
579	2500.88091
580	2500.654568
581	2500.412139
582	2500.144131
583	2500.039901
584	2499.450792
585	2498.240553
586	2497.679012
587	2497.460896
588	2497.20831
589	2497.10126
590	2496.563612
591	2495.783711
592	2494.796824
593	2494.636104
594	2494.181012
595	2493.558107
596	2493.183819
597	2492.715607
598	2492.102262
599	2491.567643
600	2491.090703
601	2490.895797
602	2490.782161
603	2490.559061
604	2490.226519
605	2490.089028
606	2489.730107
607	2489.215133
608	2488.820011
609	2488.707598
610	2488.601766
611	2487.885972
612	2487.366729
613	2487.267691
614	2487.150245
615	2486.890224
616	2486.653627
617	2485.359284
618	2485.137983
619	2485.031334
620	2484.880654
621	2484.3898
622	2483.191759
623	2482.953551
624	2482.678934
625	2481.97563
626	2481.650956
627	2480.986849
628	2480.599206
629	2480.308097
630	2480.10006
631	2479.687936
632	2479.340841
633	2479.123038
634	2479.010965
635	2478.91877
636	2478.66078
637	2478.464332
638	2478.189515
639	2477.992973
640	2477.713523
641	2477.59346
642	2477.495332
643	2477.303388
644	2477.205458
645	2476.896164
646	2476.183569
647	2475.535805
648	2475.337911
649	2475.164114
650	2475.067033
651	2474.838575
652	2474.588627
653	2473.438505
654	2472.602822
655	2472.031069
656	2471.704575
657	2471.611511
658	2471.445007
659	2471.36259
660	2470.883758
661	2470.545403
662	2470.085857
663	2469.887472
664	2469.797223
665	2469.200762
666	2469.116586
667	2468.294396
668	2468.173172
669	2468.064248
670	2467.736266
671	2467.6325
672	2467.525144
673	2467.423333
674	2467.230265
675	2467.052017
676	2466.587279
677	2466.496911
678	2466.034191
679	2465.630213
680	2464.935416
681	2464.136936
682	2463.659616
683	2463.373478
684	2463.291136
685	2463.098615
686	2462.96408
687	2462.597317
688	2462.440794
689	2462.327401
690	2462.015148
691	2461.667182
692	2461.292131
693	2461.053661
694	2460.964802
695	2460.757403
696	2460.432005
697	2460.344986
698	2459.392565
699	2459.306074
700	2458.317996
701	2457.829505
702	2457.688235
703	2457.606638
704	2457.169189
705	2457.100342
706	2456.698697
707	2456.418262
708	2456.279409
709	2455.881782
710	2455.623592
711	2455.553957
712	2455.423856
713	2455.350229
714	2454.969238
715	2454.653151
716	2454.576351
717	2454.182391
718	2453.45693
719	2452.561346
720	2451.918406
721	2451.753412
722	2451.591217
723	2451.252775
724	2450.614664
725	2450.120247
726	2450.014347
727	2449.936419
728	2449.66807
729	2449.542238
730	2449.167292
731	2448.785492
732	2448.350221
733	2448.191759
734	2448.026326
735	2447.571053
736	2446.905714
737	2446.56476
738	2446.284927
739	2446.212439
740	2446.052722
741	2445.134674
742	2445.058919
743	2444.70337
744	2444.630038
745	2444.353181
746	2443.576352
747	2443.413118
748	2443.278361
749	2443.2074
750	2443.110264
751	2442.775119
752	2442.625956
753	2442.558681
754	2442.128288
755	2442.064412
756	2441.579203
757	2441.519912
758	2440.658086
759	2440.313255
760	2439.995122
761	2439.55289
762	2439.337164
763	2439.246361
764	2439.12383
765	2438.23515
766	2437.662359
767	2437.532266
768	2437.057288
769	2436.396228
770	2435.929146
771	2435.635239
772	2435.414199
773	2435.349972
774	2435.069421
775	2434.527396
776	2434.402797
777	2434.346318
778	2432.718995
779	2432.055217
780	2431.994266
781	2431.871332
782	2431.749267
783	2431.57491
784	2431.518559
785	2431.454426
786	2430.698669
787	2430.508392
788	2430.012439
789	2429.498932
790	2429.255242
791	2428.84319
792	2428.352627
793	2428.170898
794	2427.774069
795	2427.581793
796	2427.446886
797	2426.938666
798	2426.408514
799	2426.176324
800	2425.973032
801	2425.506486
802	2425.127791
803	2424.956222
804	2424.80485
805	2424.695218
806	2423.970471
807	2423.8034
808	2423.360133
809	2422.940593
810	2422.815039
811	2422.672384
812	2422.459067
813	2422.40053
814	2422.199213
815	2421.142058
816	2420.722637
817	2420.658281
818	2420.602613
819	2419.709924
820	2419.364442
821	2419.244696
822	2418.973071
823	2418.653475
824	2417.960726
825	2417.828254
826	2417.676138
827	2417.616312
828	2417.310487
829	2416.810132
830	2416.69015
831	2416.622408
832	2416.576354
833	2416.09507
834	2415.772444
835	2415.583905
836	2415.162888
837	2415.052234
838	2414.746435
839	2414.406967
840	2414.317556
841	2414.265069
842	2414.034312
843	2413.673894
844	2413.258536
845	2413.160306
846	2412.966981
847	2412.595956
848	2412.192654
849	2411.982858
850	2411.852976
851	2411.254716
852	2410.564612
853	2410.437744
854	2410.385951
855	2410.097844
856	2409.877245
857	2409.608656
858	2409.548609
859	2409.462487
860	2408.893622
861	2408.340724
862	2408.227266
863	2408.074546
864	2407.981381
865	2407.755953
866	2407.705034
867	2407.447854
868	2407.29007
869	2406.800893
870	2405.995517
871	2405.946498
872	2405.904151
873	2405.77073
874	2405.684294
875	2405.542233
876	2405.276885
877	2405.182418
878	2404.500934
879	2404.38136
880	2404.336642
881	2403.853623
882	2403.560621
883	2402.859986
884	2402.746179
885	2402.646767
886	2402.596491
887	2402.463668
888	2402.041486
889	2400.752193
890	2400.701472
891	2399.891886
892	2399.840174
893	2398.943083
894	2398.896643
895	2398.782958
896	2397.701248
897	2397.552575
898	2397.420619
899	2397.285886
900	2397.241345
901	2396.965204
902	2396.913283
903	2396.792953
904	2396.474737
905	2396.397308
906	2396.227924
907	2396.101545
908	2395.999487
909	2395.943981
910	2395.604414
911	2395.478256
912	2395.412461
913	2395.04121
914	2394.921464
915	2394.879339
916	2394.159082
917	2394.023941
918	2393.841828
919	2393.766161
920	2393.689818
921	2393.514871
922	2393.305763
923	2393.03925
924	2392.954439
925	2392.412105
926	2392.375049
927	2392.161608
928	2392.017656
929	2391.97147
930	2391.732747
931	2391.512583
932	2390.803268
933	2390.588965
934	2390.488186
935	2390.418046
936	2390.207933
937	2389.739204
938	2389.70281
939	2389.149269
940	2389.10928
941	2388.623699
942	2388.512109
943	2388.21174
944	2388.036331
945	2387.934148
946	2387.718058
947	2387.658607
948	2387.048051
949	2386.922734
950	2386.763926
951	2386.69368
952	2386.61046
953	2386.521307
954	2385.938606
955	2385.858652
956	2385.809877
957	2385.767474
958	2385.634886
959	2385.560908
960	2385.457705
961	2385.280053
962	2385.210747
963	2385.141221
964	2385.10643
965	2385.066556
966	2384.891535
967	2384.723441
968	2384.067293
969	2384.028482
970	2383.913266
971	2383.850062
972	2383.815401
973	2383.78203
974	2383.600053
975	2383.499885
976	2383.015407
977	2382.755986
978	2382.718311
979	2382.470566
980	2382.387558
981	2381.792033
982	2381.437398
983	2381.391097
984	2381.004211
985	2380.729736
986	2380.609803
987	2380.530067
988	2380.49871
989	2380.464951
990	2380.387516
991	2380.010882
992	2379.975991
993	2379.871289
994	2379.666402
995	2379.433195
996	2379.174334
997	2379.027157
998	2378.983039
999	2378.799105
